EmployeeSurname;EmployeeFirstname;CustomerState;NumberOfTransactions;MinAmount;MaxAmount;AverageAmount;SumOfAmounts
Lord;Gordon;South Dakota;9;51.62;809.43;418.97;3770.71
Lord;Gordon;Tennessee;13;168.72;914.48;625.67;8133.76
Lord;Gordon;Texas;8;120.89;925.67;516.11;4128.91
Lord;Gordon;Utah;18;130.70;947.53;574.89;10347.95
Lord;Gordon;Vermont;9;123.24;952.90;651.43;5862.85
Lord;Gordon;Virginia;10;120.48;976.44;485.15;4851.48
Lord;Gordon;Washington;10;264.08;964.68;577.52;5775.15
Lord;Gordon;West Virginia;12;41.31;940.12;507.69;6092.25
Lord;Gordon;Wisconsin;14;185.58;992.31;662.20;9270.75
Lord;Gordon;Wyoming;9;35.19;967.85;607.51;5467.60
Lovett;Richard;Alabama;12;30.85;906.01;430.54;5166.54
Lovett;Richard;Alaska;8;143.51;709.34;496.74;3973.92
Lovett;Richard;Arizona;10;108.59;954.84;442.17;4421.72
Lovett;Richard;Arkansas;7;41.91;676.55;461.81;3232.69
Lovett;Richard;California;10;30.81;973.39;526.37;5263.70
Lovett;Richard;Colorado;16;62.03;996.93;535.29;8564.58
Lovett;Richard;Connecticut;11;117.61;777.40;411.87;4530.54
Lovett;Richard;Delaware;7;292.75;664.84;488.08;3416.59
Lovett;Richard;Florida;10;180.28;951.64;680.06;6800.65
Lovett;Richard;Georgia;13;51.96;965.73;567.96;7383.52
Lovett;Richard;Hawaii;9;25.78;939.83;589.77;5307.92
Lovett;Richard;Idaho;8;195.13;935.99;572.85;4582.77
Lovett;Richard;Illinois;7;130.35;915.67;497.79;3484.56
Lovett;Richard;Indiana;6;57.84;524.76;263.43;1580.60
Lovett;Richard;Iowa;4;117.94;924.26;682.34;2729.38
Lovett;Richard;Kansas;7;313.24;853.29;606.13;4242.94
Lovett;Richard;Kentucky;12;22.52;953.60;627.38;7528.54
Lovett;Richard;Louisiana;7;319.78;905.88;463.42;3243.93
Lovett;Richard;Maine;6;433.77;825.93;607.50;3645.03
Lovett;Richard;Maryland;9;298.70;978.11;569.09;5121.85
Lovett;Richard;Massachusetts;13;57.00;980.30;566.04;7358.54
Lovett;Richard;Michigan;6;333.03;846.17;649.34;3896.02
Lovett;Richard;Minnesota;13;22.48;978.78;497.18;6463.32
Lovett;Richard;Mississippi;10;146.65;978.46;563.06;5630.64
Lovett;Richard;Missouri;10;141.22;975.66;506.56;5065.57
Lovett;Richard;Montana;9;58.04;974.52;599.63;5396.67
Lovett;Richard;Nebraska;12;189.65;900.32;627.92;7535.09
Lovett;Richard;Nevada;12;95.47;972.34;605.42;7265.03
Lovett;Richard;New Hampshire;7;225.98;979.20;466.04;3262.26
Lovett;Richard;New Jersey;10;116.51;987.82;514.25;5142.50
Lovett;Richard;New Mexico;15;113.02;898.06;537.64;8064.62
Lovett;Richard;New York;11;75.58;922.58;482.47;5307.17
Lovett;Richard;North Carolina;9;21.36;994.46;512.41;4611.66
Lovett;Richard;North Dakota;9;141.36;865.64;510.70;4596.33
Lovett;Richard;Ohio;9;39.60;921.43;414.76;3732.86
Lovett;Richard;Oklahoma;6;178.81;977.75;499.78;2998.67
Lovett;Richard;Oregon;9;127.01;885.18;450.75;4056.71
Lovett;Richard;Pennsylvania;12;188.17;991.01;577.79;6933.51
Lovett;Richard;Rhode Island;12;107.16;916.55;543.28;6519.37
Lovett;Richard;South Carolina;10;195.11;920.24;565.38;5653.82
Lovett;Richard;South Dakota;15;170.40;961.40;689.73;10345.96
Lovett;Richard;Tennessee;7;27.94;573.56;363.08;2541.55
Lovett;Richard;Texas;16;47.04;979.41;431.43;6902.85
Lovett;Richard;Utah;15;46.42;999.88;544.05;8160.82
Lovett;Richard;Vermont;13;81.87;922.98;460.21;5982.76
Lovett;Richard;Virginia;7;53.89;940.35;437.60;3063.20
Lovett;Richard;Washington;12;175.67;987.47;591.10;7093.19
Lovett;Richard;West Virginia;9;25.39;970.16;591.17;5320.55
Lovett;Richard;Wisconsin;8;99.03;918.87;488.42;3907.39
Lovett;Richard;Wyoming;9;142.42;718.12;395.67;3561.04
MacBride;Rosemary;Alabama;10;193.37;944.19;450.50;4505.01
MacBride;Rosemary;Alaska;14;85.06;918.99;647.35;9062.96
MacBride;Rosemary;Arizona;12;92.08;997.07;474.04;5688.43
MacBride;Rosemary;Arkansas;10;113.97;858.14;569.96;5699.63
MacBride;Rosemary;California;11;175.45;967.77;609.61;6705.75
MacBride;Rosemary;Colorado;8;115.64;908.09;537.36;4298.92
MacBride;Rosemary;Connecticut;10;91.66;855.53;400.06;4000.59
MacBride;Rosemary;Delaware;14;162.22;958.58;533.88;7474.27
MacBride;Rosemary;Florida;10;56.61;924.25;529.71;5297.07
MacBride;Rosemary;Georgia;12;64.58;978.00;547.87;6574.39
MacBride;Rosemary;Hawaii;12;28.53;977.33;498.53;5982.41
MacBride;Rosemary;Idaho;8;179.38;864.77;560.19;4481.56
MacBride;Rosemary;Illinois;12;63.66;999.28;591.47;7097.59
MacBride;Rosemary;Indiana;10;75.89;954.10;568.25;5682.52
MacBride;Rosemary;Iowa;11;40.66;938.37;457.79;5035.68
MacBride;Rosemary;Kansas;9;87.52;961.36;571.90;5147.06
MacBride;Rosemary;Kentucky;4;241.64;730.66;483.54;1934.16
MacBride;Rosemary;Louisiana;6;115.08;831.62;487.89;2927.33
MacBride;Rosemary;Maine;11;83.06;598.24;383.34;4216.72
MacBride;Rosemary;Maryland;9;94.80;918.33;519.62;4676.59
MacBride;Rosemary;Massachusetts;11;79.05;892.39;449.96;4949.56
MacBride;Rosemary;Michigan;8;39.39;889.40;491.23;3929.84
MacBride;Rosemary;Minnesota;11;59.74;995.26;506.69;5573.57
MacBride;Rosemary;Mississippi;15;222.50;963.30;610.94;9164.06
MacBride;Rosemary;Missouri;11;29.57;654.78;370.52;4075.77
MacBride;Rosemary;Montana;6;328.83;740.89;515.04;3090.26
MacBride;Rosemary;Nebraska;5;156.34;808.12;473.65;2368.25
MacBride;Rosemary;Nevada;11;412.95;798.10;601.42;6615.63
MacBride;Rosemary;New Hampshire;13;86.61;947.34;519.99;6759.87
MacBride;Rosemary;New Jersey;12;46.01;926.51;385.02;4620.20
MacBride;Rosemary;New Mexico;10;62.66;979.25;597.40;5974.05
MacBride;Rosemary;New York;6;106.35;664.86;395.98;2375.89
MacBride;Rosemary;North Carolina;14;38.85;946.11;573.48;8028.76
MacBride;Rosemary;North Dakota;9;175.27;894.88;531.88;4786.93
MacBride;Rosemary;Ohio;9;63.44;838.51;504.34;4539.06
MacBride;Rosemary;Oklahoma;15;120.89;981.47;456.06;6840.87
MacBride;Rosemary;Oregon;7;105.14;732.46;461.98;3233.89
MacBride;Rosemary;Pennsylvania;14;75.59;970.81;572.09;8009.20
MacBride;Rosemary;Rhode Island;7;152.38;918.32;365.14;2555.95
MacBride;Rosemary;South Carolina;8;172.38;956.89;585.40;4683.21
MacBride;Rosemary;South Dakota;5;114.09;490.43;329.83;1649.14
MacBride;Rosemary;Tennessee;11;101.27;980.43;615.82;6773.98
MacBride;Rosemary;Texas;10;74.05;973.93;487.64;4876.37
MacBride;Rosemary;Utah;8;90.85;881.93;443.28;3546.21
MacBride;Rosemary;Vermont;11;47.32;938.70;525.59;5781.52
MacBride;Rosemary;Virginia;7;44.67;691.19;394.26;2759.81
MacBride;Rosemary;Washington;7;47.46;869.25;449.32;3145.22
MacBride;Rosemary;West Virginia;6;224.66;795.52;444.87;2669.23
MacBride;Rosemary;Wisconsin;7;90.23;873.86;481.69;3371.80
MacBride;Rosemary;Wyoming;10;44.83;978.20;503.72;5037.21
Mc Nair;James;Alabama;12;41.80;570.55;268.67;3223.99
Mc Nair;James;Alaska;11;30.36;988.94;539.74;5937.13
Mc Nair;James;Arizona;5;235.84;978.36;574.45;2872.26
Mc Nair;James;Arkansas;7;32.08;851.59;456.47;3195.26
Mc Nair;James;California;13;237.17;831.77;510.77;6639.96
Mc Nair;James;Colorado;12;47.77;895.70;482.88;5794.56
Mc Nair;James;Connecticut;2;228.54;569.72;399.13;798.26
Mc Nair;James;Delaware;7;266.96;957.11;609.71;4267.95
Mc Nair;James;Florida;8;540.26;958.71;802.91;6423.25
Mc Nair;James;Georgia;10;146.65;865.37;550.34;5503.43
Mc Nair;James;Hawaii;8;133.32;995.84;574.92;4599.32
Mc Nair;James;Idaho;14;101.94;978.19;558.37;7817.22
Mc Nair;James;Illinois;8;154.21;931.77;596.46;4771.64
Mc Nair;James;Indiana;10;39.16;854.26;462.06;4620.61
Mc Nair;James;Iowa;4;124.60;987.32;692.62;2770.50
Mc Nair;James;Kansas;13;38.26;993.09;591.03;7683.45
Mc Nair;James;Kentucky;9;62.19;957.77;598.13;5383.17
Mc Nair;James;Louisiana;12;50.89;894.15;549.77;6597.22
Mc Nair;James;Maine;10;171.73;978.33;613.89;6138.92
Mc Nair;James;Maryland;7;153.69;735.10;378.14;2646.96
Mc Nair;James;Massachusetts;10;88.34;923.33;556.13;5561.27
Mc Nair;James;Michigan;18;55.50;998.36;592.21;10659.72
Mc Nair;James;Minnesota;4;219.75;816.65;565.46;2261.86
Mc Nair;James;Mississippi;12;197.85;979.41;637.02;7644.25
Mc Nair;James;Missouri;11;148.85;942.44;598.28;6581.09
Mc Nair;James;Montana;11;34.49;944.31;429.25;4721.70
Mc Nair;James;Nebraska;11;49.27;892.48;483.61;5319.71
Mc Nair;James;Nevada;8;142.11;879.65;547.28;4378.22
Mc Nair;James;New Hampshire;10;117.91;816.46;520.92;5209.15
Mc Nair;James;New Jersey;14;98.92;990.07;496.44;6950.19
Mc Nair;James;New Mexico;9;261.56;737.75;457.39;4116.49
Mc Nair;James;New York;10;56.94;897.39;565.66;5656.60
Mc Nair;James;North Carolina;9;20.20;672.83;333.20;2998.81
Mc Nair;James;North Dakota;7;24.71;583.84;337.72;2364.07
Mc Nair;James;Ohio;11;47.52;959.36;471.12;5182.37
Mc Nair;James;Oklahoma;4;138.53;837.45;600.75;2403.00
Mc Nair;James;Oregon;6;135.13;798.37;403.77;2422.64
Mc Nair;James;Pennsylvania;11;39.04;773.04;424.70;4671.66
Mc Nair;James;Rhode Island;12;97.14;902.40;496.92;5963.04
Mc Nair;James;South Carolina;7;344.77;996.16;775.99;5431.90
Mc Nair;James;South Dakota;9;238.61;995.12;674.18;6067.62
Mc Nair;James;Tennessee;11;33.68;899.19;458.43;5042.71
Mc Nair;James;Texas;9;157.64;951.41;553.57;4982.10
Mc Nair;James;Utah;10;165.66;932.79;430.86;4308.55
Mc Nair;James;Vermont;10;164.84;997.66;581.04;5810.40
Mc Nair;James;Virginia;5;77.83;801.29;492.68;2463.40
Mc Nair;James;Washington;6;34.87;917.29;462.88;2777.26
Mc Nair;James;West Virginia;12;106.89;893.19;473.11;5677.32
Mc Nair;James;Wisconsin;9;149.09;801.72;482.92;4346.28
Mc Nair;James;Wyoming;14;70.04;909.59;459.91;6438.75
McCance;Tia;Alabama;11;26.48;944.20;523.58;5759.33
McCance;Tia;Alaska;7;38.63;976.39;642.57;4498.01
McCance;Tia;Arizona;8;429.67;969.91;677.64;5421.09
McCance;Tia;Arkansas;11;44.25;839.56;438.56;4824.11
McCance;Tia;California;12;116.12;901.57;484.73;5816.74
McCance;Tia;Colorado;12;27.68;987.96;484.43;5813.13
McCance;Tia;Connecticut;10;74.17;904.25;430.88;4308.82
McCance;Tia;Delaware;10;154.15;931.21;600.21;6002.12
McCance;Tia;Florida;10;54.22;695.01;411.01;4110.10
McCance;Tia;Georgia;7;321.33;928.60;633.07;4431.47
McCance;Tia;Hawaii;16;75.52;939.32;546.79;8748.58
McCance;Tia;Idaho;10;23.22;902.51;486.19;4861.93
McCance;Tia;Illinois;8;179.56;946.64;595.74;4765.91
McCance;Tia;Indiana;11;98.33;976.81;457.28;5030.11
McCance;Tia;Iowa;7;518.55;922.93;698.86;4892.01
McCance;Tia;Kansas;13;33.65;977.38;466.61;6065.93
McCance;Tia;Kentucky;8;21.33;893.23;426.44;3411.50
McCance;Tia;Louisiana;14;136.61;998.52;592.17;8290.32
McCance;Tia;Maine;9;100.49;706.90;327.83;2950.49
McCance;Tia;Maryland;9;156.15;877.09;459.52;4135.72
McCance;Tia;Massachusetts;6;34.30;985.24;555.37;3332.19
McCance;Tia;Michigan;8;91.26;930.00;585.32;4682.60
McCance;Tia;Minnesota;9;36.22;949.81;555.19;4996.75
McCance;Tia;Mississippi;16;45.92;995.02;527.48;8439.63
McCance;Tia;Missouri;12;25.17;935.66;471.17;5654.08
McCance;Tia;Montana;9;98.21;968.21;541.91;4877.19
McCance;Tia;Nebraska;4;374.35;667.96;479.24;1916.96
McCance;Tia;Nevada;21;82.99;998.02;572.07;12013.49
McCance;Tia;New Hampshire;3;224.30;852.79;549.62;1648.86
McCance;Tia;New Jersey;12;98.77;996.30;584.83;7017.93
McCance;Tia;New Mexico;10;57.05;765.56;426.57;4265.72
McCance;Tia;New York;11;55.65;885.34;524.07;5764.75
McCance;Tia;North Carolina;14;22.85;853.39;478.43;6698.07
McCance;Tia;North Dakota;9;22.83;954.33;414.43;3729.87
McCance;Tia;Ohio;6;34.85;998.51;672.30;4033.78
McCance;Tia;Oklahoma;11;59.34;908.16;485.79;5343.70
McCance;Tia;Oregon;14;58.45;935.93;517.88;7250.25
McCance;Tia;Pennsylvania;7;47.38;957.26;579.26;4054.82
McCance;Tia;Rhode Island;10;21.45;932.74;459.20;4591.96
McCance;Tia;South Carolina;17;34.95;944.11;585.40;9951.75
McCance;Tia;South Dakota;6;149.00;872.99;471.46;2828.76
McCance;Tia;Tennessee;11;127.63;856.06;513.01;5643.12
McCance;Tia;Texas;10;157.48;853.78;463.51;4635.09
McCance;Tia;Utah;8;32.74;999.99;604.25;4834.01
McCance;Tia;Vermont;13;63.60;993.85;539.66;7015.64
McCance;Tia;Virginia;13;83.41;792.63;386.65;5026.48
McCance;Tia;Washington;11;137.77;998.16;592.77;6520.51
McCance;Tia;West Virginia;10;39.67;897.24;469.19;4691.88
McCance;Tia;Wisconsin;9;345.82;911.44;652.34;5871.02
McCance;Tia;Wyoming;8;91.92;880.67;419.84;3358.75
McCartney;Amanda;Alabama;15;20.21;793.73;340.38;5105.74
McCartney;Amanda;Alaska;7;102.67;850.95;506.86;3548.04
McCartney;Amanda;Arizona;15;86.11;963.46;601.75;9026.31
McCartney;Amanda;Arkansas;8;92.64;860.40;406.99;3255.91
McCartney;Amanda;California;8;336.51;986.44;663.38;5307.04
McCartney;Amanda;Colorado;13;164.06;996.76;622.22;8088.89
McCartney;Amanda;Connecticut;6;55.52;966.87;509.36;3056.14
McCartney;Amanda;Delaware;11;246.18;814.84;514.08;5654.83
McCartney;Amanda;Florida;8;64.30;953.75;552.82;4422.56
McCartney;Amanda;Georgia;5;328.02;719.61;488.88;2444.39
McCartney;Amanda;Hawaii;5;110.40;805.56;411.70;2058.50
McCartney;Amanda;Idaho;11;182.81;981.28;642.91;7072.03
McCartney;Amanda;Illinois;12;82.34;599.16;314.62;3775.46
McCartney;Amanda;Indiana;16;117.19;950.05;592.65;9482.43
McCartney;Amanda;Iowa;11;28.49;967.18;542.58;5968.41
McCartney;Amanda;Kansas;7;148.55;895.70;536.52;3755.61
McCartney;Amanda;Kentucky;8;67.09;977.26;514.36;4114.87
McCartney;Amanda;Louisiana;8;35.50;929.71;502.87;4022.98
McCartney;Amanda;Maine;16;60.63;728.34;364.69;5835.06
McCartney;Amanda;Maryland;9;150.49;886.98;418.29;3764.59
McCartney;Amanda;Massachusetts;10;64.52;848.76;437.03;4370.34
McCartney;Amanda;Michigan;12;194.45;956.23;685.25;8222.96
McCartney;Amanda;Minnesota;8;59.40;863.01;500.38;4003.02
McCartney;Amanda;Mississippi;15;132.19;967.76;547.26;8208.85
McCartney;Amanda;Missouri;7;137.16;811.67;545.87;3821.09
McCartney;Amanda;Montana;6;326.57;982.68;635.14;3810.81
McCartney;Amanda;Nebraska;10;133.95;941.49;591.97;5919.67
McCartney;Amanda;Nevada;12;164.97;789.43;435.77;5229.20
McCartney;Amanda;New Hampshire;9;147.96;942.41;552.94;4976.46
McCartney;Amanda;New Jersey;10;215.90;992.26;532.82;5328.21
McCartney;Amanda;New Mexico;14;29.46;946.95;377.76;5288.66
McCartney;Amanda;New York;10;35.01;779.97;356.94;3569.40
McCartney;Amanda;North Carolina;6;215.16;812.61;476.42;2858.55
McCartney;Amanda;North Dakota;15;72.71;861.97;420.21;6303.20
McCartney;Amanda;Ohio;8;119.07;962.62;490.81;3926.47
McCartney;Amanda;Oklahoma;8;51.05;997.66;426.09;3408.72
McCartney;Amanda;Oregon;9;35.39;970.03;554.71;4992.42
McCartney;Amanda;Pennsylvania;11;83.91;953.68;491.12;5402.28
McCartney;Amanda;Rhode Island;10;47.44;905.33;463.05;4630.47
McCartney;Amanda;South Carolina;10;78.82;999.59;421.94;4219.42
McCartney;Amanda;South Dakota;15;111.92;960.90;586.66;8799.88
McCartney;Amanda;Tennessee;5;31.38;814.78;455.45;2277.26
McCartney;Amanda;Texas;6;176.08;916.60;686.09;4116.57
McCartney;Amanda;Utah;10;62.71;748.71;490.73;4907.31
McCartney;Amanda;Vermont;9;157.90;968.85;531.95;4787.56
McCartney;Amanda;Virginia;11;21.77;866.91;439.13;4830.42
McCartney;Amanda;Washington;13;151.05;810.52;507.06;6591.80
McCartney;Amanda;West Virginia;6;384.46;994.34;783.94;4703.64
McCartney;Amanda;Wisconsin;14;100.75;950.37;406.64;5692.91
McCartney;Amanda;Wyoming;12;88.20;990.64;539.39;6472.64
McNichols;Zoe;Alabama;16;101.02;968.43;524.42;8390.65
McNichols;Zoe;Alaska;9;101.03;937.07;604.74;5442.63
McNichols;Zoe;Arizona;6;143.95;978.00;587.98;3527.91
McNichols;Zoe;Arkansas;11;161.71;881.34;625.76;6883.33
McNichols;Zoe;California;9;72.66;947.03;591.25;5321.22
McNichols;Zoe;Colorado;14;130.00;949.80;529.84;7417.83
McNichols;Zoe;Connecticut;5;353.51;992.45;611.90;3059.52
McNichols;Zoe;Delaware;13;28.42;626.95;300.55;3907.09
McNichols;Zoe;Florida;8;110.15;400.11;253.27;2026.18
McNichols;Zoe;Georgia;8;132.70;860.14;480.39;3843.14
McNichols;Zoe;Hawaii;8;93.99;820.55;492.67;3941.39
McNichols;Zoe;Idaho;11;61.88;914.89;526.75;5794.27
McNichols;Zoe;Illinois;8;21.92;942.36;436.53;3492.22
McNichols;Zoe;Indiana;8;347.53;854.97;665.20;5321.64
McNichols;Zoe;Iowa;8;92.74;737.81;370.05;2960.42
McNichols;Zoe;Kansas;11;30.11;899.02;383.51;4218.58
McNichols;Zoe;Kentucky;6;292.99;667.54;443.78;2662.66
McNichols;Zoe;Louisiana;10;90.29;804.58;528.90;5288.99
McNichols;Zoe;Maine;10;184.54;946.59;457.15;4571.51
McNichols;Zoe;Maryland;9;26.94;783.24;354.36;3189.27
McNichols;Zoe;Massachusetts;15;85.59;913.54;503.29;7549.30
McNichols;Zoe;Michigan;13;132.58;951.40;559.93;7279.07
McNichols;Zoe;Minnesota;14;152.08;971.94;525.39;7355.45
McNichols;Zoe;Mississippi;11;47.96;908.20;634.88;6983.67
McNichols;Zoe;Missouri;8;32.88;900.55;457.29;3658.31
McNichols;Zoe;Montana;8;62.22;474.04;265.04;2120.28
McNichols;Zoe;Nebraska;13;252.20;943.31;667.97;8683.56
McNichols;Zoe;Nevada;12;273.88;972.72;545.21;6542.49
McNichols;Zoe;New Hampshire;16;61.09;982.03;559.70;8955.16
McNichols;Zoe;New Jersey;11;24.26;784.88;400.17;4401.82
McNichols;Zoe;New Mexico;13;183.10;815.40;535.90;6966.74
McNichols;Zoe;New York;7;123.91;824.35;493.02;3451.13
McNichols;Zoe;North Carolina;7;376.31;800.49;623.63;4365.44
McNichols;Zoe;North Dakota;12;143.07;967.05;663.06;7956.76
McNichols;Zoe;Ohio;8;21.84;913.37;454.12;3632.98
McNichols;Zoe;Oklahoma;9;231.40;960.62;620.78;5587.00
McNichols;Zoe;Oregon;8;30.56;823.53;432.88;3463.03
McNichols;Zoe;Pennsylvania;10;110.68;933.46;566.42;5664.17
McNichols;Zoe;Rhode Island;6;261.73;831.71;513.48;3080.86
McNichols;Zoe;South Carolina;9;59.62;791.55;347.29;3125.62
McNichols;Zoe;South Dakota;11;32.23;903.16;550.64;6057.04
McNichols;Zoe;Tennessee;12;38.00;935.64;477.92;5735.05
McNichols;Zoe;Texas;8;28.54;903.69;382.90;3063.18
McNichols;Zoe;Utah;10;48.64;951.64;427.99;4279.90
McNichols;Zoe;Vermont;11;28.73;907.96;382.05;4202.50
McNichols;Zoe;Virginia;14;233.14;967.60;664.79;9307.01
McNichols;Zoe;Washington;8;148.95;971.65;666.62;5332.94
McNichols;Zoe;West Virginia;7;153.10;773.35;467.76;3274.31
McNichols;Zoe;Wisconsin;7;227.60;877.36;537.53;3762.72
McNichols;Zoe;Wyoming;13;23.66;899.25;517.84;6731.89
Mcculloch;Richard;Alabama;3;117.18;708.31;345.57;1036.72
Mcculloch;Richard;Alaska;13;167.72;991.13;624.10;8113.24
Mcculloch;Richard;Arizona;7;106.05;874.47;498.49;3489.42
Mcculloch;Richard;Arkansas;10;84.86;910.28;434.16;4341.55
Mcculloch;Richard;California;17;95.66;974.03;561.07;9538.25
Mcculloch;Richard;Colorado;5;189.87;995.84;672.37;3361.86
Mcculloch;Richard;Connecticut;13;38.68;757.12;426.32;5542.15
Mcculloch;Richard;Delaware;13;55.14;924.95;414.23;5385.04
Mcculloch;Richard;Florida;7;137.55;802.48;386.85;2707.94
Mcculloch;Richard;Georgia;7;85.83;963.89;487.05;3409.35
Mcculloch;Richard;Hawaii;12;58.70;951.72;561.02;6732.30
Mcculloch;Richard;Idaho;11;20.65;655.92;296.58;3262.38
Mcculloch;Richard;Illinois;15;63.53;851.76;379.28;5689.18
Mcculloch;Richard;Indiana;8;39.95;930.24;553.65;4429.19
Mcculloch;Richard;Iowa;10;30.59;975.30;395.36;3953.64
Mcculloch;Richard;Kansas;7;25.89;959.03;591.11;4137.75
Mcculloch;Richard;Kentucky;6;112.21;978.42;480.51;2883.07
Mcculloch;Richard;Louisiana;8;78.32;859.01;411.88;3295.07
Mcculloch;Richard;Maine;7;33.79;834.87;490.48;3433.35
Mcculloch;Richard;Maryland;7;91.70;977.50;453.00;3170.98
Mcculloch;Richard;Massachusetts;10;70.37;852.56;517.14;5171.35
Mcculloch;Richard;Michigan;11;93.61;999.35;443.85;4882.40
Mcculloch;Richard;Minnesota;10;255.37;897.21;548.14;5481.42
Mcculloch;Richard;Mississippi;13;220.47;880.57;559.43;7272.56
Mcculloch;Richard;Missouri;7;193.62;984.34;695.42;4867.93
Mcculloch;Richard;Montana;5;185.27;460.56;347.93;1739.63
Mcculloch;Richard;Nebraska;11;73.89;911.12;486.38;5350.15
Mcculloch;Richard;Nevada;13;23.10;891.14;437.49;5687.41
Mcculloch;Richard;New Hampshire;14;55.00;997.44;584.64;8185.01
Mcculloch;Richard;New Jersey;12;106.11;977.88;400.28;4803.37
Mcculloch;Richard;New Mexico;7;263.91;945.19;632.43;4427.01
Mcculloch;Richard;New York;7;194.25;954.27;676.41;4734.87
Mcculloch;Richard;North Carolina;11;32.81;891.17;366.23;4028.49
Mcculloch;Richard;North Dakota;12;61.88;893.13;458.08;5496.99
Mcculloch;Richard;Ohio;11;77.22;938.95;502.95;5532.47
Mcculloch;Richard;Oklahoma;20;115.14;963.90;524.05;10480.90
Mcculloch;Richard;Oregon;9;82.07;794.77;550.78;4957.05
Mcculloch;Richard;Pennsylvania;9;251.00;972.34;665.22;5986.95
Mcculloch;Richard;Rhode Island;14;141.25;961.27;556.73;7794.29
Mcculloch;Richard;South Carolina;10;167.97;763.74;510.72;5107.16
Mcculloch;Richard;South Dakota;7;134.67;776.37;563.85;3946.93
Mcculloch;Richard;Tennessee;12;161.69;972.05;595.80;7149.57
Mcculloch;Richard;Texas;8;339.86;965.59;687.37;5498.97
Mcculloch;Richard;Utah;11;121.29;915.45;538.61;5924.75
Mcculloch;Richard;Vermont;9;110.84;860.51;403.97;3635.70
Mcculloch;Richard;Virginia;12;117.25;967.59;654.86;7858.26
Mcculloch;Richard;Washington;9;128.66;962.01;457.98;4121.86
Mcculloch;Richard;West Virginia;7;441.34;992.92;673.11;4711.76
Mcculloch;Richard;Wisconsin;12;166.61;997.82;570.55;6846.55
Mcculloch;Richard;Wyoming;15;24.97;804.75;423.83;6357.42
Mejias;Peter;Alabama;9;56.62;861.18;435.55;3919.93
Mejias;Peter;Alaska;10;30.73;870.16;474.89;4748.87
Mejias;Peter;Arizona;5;50.09;842.74;412.08;2060.38
Mejias;Peter;Arkansas;12;25.82;995.85;471.03;5652.30
Mejias;Peter;California;8;282.57;876.65;570.16;4561.27
Mejias;Peter;Colorado;9;113.06;976.12;611.59;5504.32
Mejias;Peter;Connecticut;17;91.19;949.37;501.12;8519.05
Mejias;Peter;Delaware;7;205.41;814.60;459.92;3219.45
Mejias;Peter;Florida;10;36.93;968.72;580.01;5800.10
Mejias;Peter;Georgia;13;74.61;953.01;625.80;8135.42
Mejias;Peter;Hawaii;17;93.75;997.71;562.04;9554.74
Mejias;Peter;Idaho;16;31.46;888.53;501.37;8021.96
Mejias;Peter;Illinois;11;43.83;946.87;583.44;6417.79
Mejias;Peter;Indiana;7;300.13;869.84;560.90;3926.33
Mejias;Peter;Iowa;7;58.25;916.89;589.87;4129.07
Mejias;Peter;Kansas;8;262.48;903.45;724.31;5794.46
Mejias;Peter;Kentucky;11;23.01;986.94;587.83;6466.17
Mejias;Peter;Louisiana;10;122.58;966.89;527.62;5276.20
Mejias;Peter;Maine;14;28.61;834.73;418.18;5854.47
Mejias;Peter;Maryland;6;50.05;714.20;321.78;1930.71
Mejias;Peter;Massachusetts;10;42.65;602.28;362.49;3624.93
Mejias;Peter;Michigan;12;51.04;864.40;392.78;4713.34
Mejias;Peter;Minnesota;17;51.24;829.83;506.55;8611.42
Mejias;Peter;Mississippi;13;149.09;745.45;493.32;6413.11
Mejias;Peter;Missouri;7;23.37;979.20;724.13;5068.94
Mejias;Peter;Montana;13;245.27;925.78;575.11;7476.48
Mejias;Peter;Nebraska;13;43.44;944.64;499.78;6497.13
Mejias;Peter;Nevada;12;54.01;978.01;394.03;4728.38
Mejias;Peter;New Hampshire;6;344.80;961.92;664.25;3985.50
Mejias;Peter;New Jersey;10;59.66;946.19;500.65;5006.49
